"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"11724",2008,1,17,"WN","CLE",49,37,314,NA
"11725",2008,1,23,"EV","ATL",-5,-5,106,NA
"11726",2008,1,16,"AA","DCA",3,1,1192,NA
"11727",2008,1,1,"DL","ATL",0,-1,2092,NA
"11728",2008,1,15,"OH","CVG",15,40,268,NA
"11729",2008,1,6,"MQ","MIA",-2,1,860,NA
"11730",2008,1,15,"NW","ORD",20,10,334,NA
"11731",2008,1,15,"CO","PSE",-6,8,1627,NA
"11732",2008,1,21,"OO","PIT",-14,-8,773,NA
"11733",2008,1,7,"MQ","BTR",-6,-6,383,NA
"11734",2008,1,7,"UA","ALB",107,106,723,NA
"11735",2008,1,14,"B6","LGB",-9,-16,231,NA
"11736",2008,1,18,"AA","OGG",-7,9,3711,NA
"11737",2008,1,20,"AA","RDU",-9,8,1062,NA
"11738",2008,1,1,"YV","CLT",0,-9,413,NA
"11739",2008,1,7,"WN","SJC",1,6,297,NA
"11740",2008,1,1,"OO","TUS",-11,-13,451,NA
"11741",2008,1,22,"NW","MSP",13,-9,1399,NA
"11742",2008,1,27,"OO","ORD",-5,-2,130,NA
"11743",2008,1,8,"9E","LEX",-9,-11,296,NA
"11744",2008,1,14,"XE","IAH",4,5,845,NA
"11745",2008,1,30,"AS","SEA",-3,-24,954,NA
"11746",2008,1,19,"OO","LGB",1,-1,589,NA
"11747",2008,1,5,"US","SMF",1,1,397,NA
"11748",2008,1,7,"YV","PHX",-8,-12,110,NA
"11749",2008,1,7,"CO","MIA",-5,-16,1086,NA
"11750",2008,1,29,"9E","DTW",-1,-5,625,NA
"11751",2008,1,6,"FL","ROC",0,-4,277,NA
"11752",2008,1,18,"XE","BDL",0,-9,115,NA
"11753",2008,1,2,"DL","RSW",2,-2,1080,NA
"11754",2008,1,6,"UA","DEN",100,103,1703,NA
"11755",2008,1,3,"CO","DEN",8,0,1605,NA
"11756",2008,1,16,"DL","LAX",4,12,590,NA
"11757",2008,1,17,"DL","FLL",-3,-25,1069,NA
"11758",2008,1,3,"WN","LAS",-4,9,387,NA
"11759",2008,1,6,"WN","PVD",0,-20,1137,NA
"11760",2008,1,1,"UA","IAD",107,93,2419,NA
"11761",2008,1,11,"XE","BWI",49,79,169,NA
"11762",2008,1,23,"OH","MKE",7,2,318,NA
"11763",2008,1,29,"US","BOS",-5,-29,399,NA
"11764",2008,1,9,"DL","TPA",-13,-19,1005,NA
"11765",2008,1,3,"EV","AEX",8,29,500,NA
"11766",2008,1,16,"XE","JAX",-3,-11,513,NA
"11767",2008,1,15,"CO","LAX",2,2,1379,NA
"11768",2008,1,11,"EV","ATL",0,-6,594,NA
"11769",2008,1,20,"WN","CMH",0,-6,284,NA
"11770",2008,1,3,"AA","JAC",2,0,1046,NA
"11771",2008,1,6,"B6","JFK",8,9,2446,NA
"11772",2008,1,31,"MQ","HSV",-1,39,603,NA
"11773",2008,1,29,"MQ","SPS",NA,NA,113,NA
"11774",2008,1,29,"AA","MIA",162,207,1197,NA
"11775",2008,1,7,"AA","SJC",358,328,1439,NA
"11776",2008,1,15,"MQ","LBB",33,28,282,NA
"11777",2008,1,8,"AA","DFW",6,19,631,NA
"11778",2008,1,18,"WN","BWI",-1,-8,288,NA
"11779",2008,1,4,"YV","ORD",-5,-8,174,NA
"11780",2008,1,26,"NW","SEA",23,31,2677,NA
"11781",2008,1,26,"AA","DFW",-2,-5,1119,NA
"11782",2008,1,29,"WN","PHL",-3,-7,742,NA
"11783",2008,1,31,"B6","LGB",-3,-14,2277,NA
"11784",2008,1,23,"CO","EWR",-1,-12,1008,NA
"11785",2008,1,9,"AA","AUS",-5,-7,190,NA
"11786",2008,1,31,"9E","MEM",-2,-24,787,NA
"11787",2008,1,27,"DL","HSV",0,1,151,NA
"11788",2008,1,30,"XE","IAH",-3,8,1009,NA
"11789",2008,1,9,"OH","JFK",7,6,760,NA
"11790",2008,1,30,"AA","MSP",34,28,334,NA
"11791",2008,1,20,"OH","BOS",0,26,752,NA
"11792",2008,1,20,"AA","COS",-6,-8,592,NA
"11793",2008,1,24,"AS","PSG",-20,-31,31,NA
"11794",2008,1,31,"FL","IND",-3,-3,432,NA
"11795",2008,1,24,"OO","ORD",0,-8,409,NA
"11796",2008,1,11,"UA","DSM",-9,-18,590,NA
"11797",2008,1,6,"DL","SLC",17,12,630,NA
"11798",2008,1,2,"DL","MSP",0,13,906,NA
"11799",2008,1,9,"OO","SFO",3,1,421,NA
"11800",2008,1,16,"XE","ONT",-2,-3,1236,NA
"11801",2008,1,23,"DL","ATL",-2,-19,581,NA
"11802",2008,1,13,"AS","SNA",-9,-14,978,NA
"11803",2008,1,29,"WN","AUS",15,13,341,NA
"11804",2008,1,7,"DL","SEA",24,18,2182,NA
"11805",2008,1,13,"US","SMF",-9,-21,647,NA
"11806",2008,1,12,"CO","JAX",2,-4,817,NA
"11807",2008,1,21,"WN","DAL",30,25,239,NA
"11808",2008,1,18,"FL","LAS",-5,-5,2041,NA
"11809",2008,1,6,"WN","RNO",13,3,1680,NA
"11810",2008,1,26,"OO","ASE",-11,-6,848,NA
"11811",2008,1,20,"OO","GEG",-5,-1,224,NA
"11812",2008,1,6,"AA","JFK",35,30,1597,NA
"11813",2008,1,24,"WN","MCO",-4,-11,972,NA
"11814",2008,1,4,"MQ","CMH",-11,8,296,NA
"11815",2008,1,4,"US","DCA",5,-23,634,NA
"11816",2008,1,16,"AA","LGA",-4,-12,733,NA
"11817",2008,1,4,"CO","EWR",9,-4,2425,NA
"11818",2008,1,3,"AA","LAX",0,1,337,NA
"11819",2008,1,31,"AA","RDU",40,38,1062,NA
"11820",2008,1,5,"AA","MCO",NA,NA,1189,NA
"11821",2008,1,21,"OH","CVG",-1,4,221,NA
"11822",2008,1,23,"MQ","DFW",-3,6,158,NA
"11823",2008,1,9,"DL","MCO",-3,-13,944,NA
"11824",2008,1,13,"US","PHL",-2,-14,678,NA
"11825",2008,1,8,"XE","BNA",1,0,657,NA
"11826",2008,1,18,"WN","OAK",71,68,181,NA
"11827",2008,1,24,"EV","GNV",0,-3,300,NA
"11828",2008,1,21,"US","PHL",13,-12,2075,NA
"11829",2008,1,29,"MQ","MKE",15,30,853,NA
"11830",2008,1,9,"AA","DFW",-4,-5,551,NA
"11831",2008,1,14,"EV","SHV",-5,-17,551,NA
"11832",2008,1,25,"OH","LGA",0,16,823,NA
"11833",2008,1,10,"YV","CAK",-48,-17,344,NA
"11834",2008,1,21,"UA","SFO",118,90,1846,NA
"11835",2008,1,14,"WN","HOU",0,-4,303,NA
"11836",2008,1,8,"OO","IYK",-10,8,123,NA
"11837",2008,1,2,"WN","MDW",60,48,395,NA
"11838",2008,1,18,"9E","MBS",12,0,98,NA
"11839",2008,1,27,"XE","IAH",52,48,986,NA
"11840",2008,1,30,"UA","DEN",53,49,1290,NA
"11841",2008,1,2,"OO","DEN",1,-4,455,NA
"11842",2008,1,18,"MQ","ORD",-3,1,137,NA
"11843",2008,1,22,"AA","ORD",102,116,733,NA
"11844",2008,1,7,"9E","TLH",-10,-6,458,NA
"11845",2008,1,24,"US","PDX",-3,-6,762,NA
"11846",2008,1,21,"AA","DFW",15,8,1192,NA
"11847",2008,1,31,"WN","ONT",-3,-9,197,NA
"11848",2008,1,31,"WN","SAT",148,147,192,NA
"11849",2008,1,11,"9E","OKC",-8,-3,900,NA
"11850",2008,1,28,"WN","FLL",1,10,1166,NA
"11851",2008,1,15,"MQ","SBP",-4,0,155,NA
"11852",2008,1,2,"MQ","HOU",66,61,247,NA
"11853",2008,1,17,"WN","DEN",-3,-20,390,NA
"11854",2008,1,22,"AA","DFW",42,27,1017,NA
"11855",2008,1,23,"WN","MCI",0,7,237,NA
"11856",2008,1,6,"OO","FAR",32,44,865,NA
"11857",2008,1,13,"XE","SLC",-2,-5,558,NA
"11858",2008,1,16,"WN","SJC",4,11,569,NA
"11859",2008,1,5,"WN","LAX",0,4,337,NA
"11860",2008,1,9,"WN","MCI",-5,-14,1072,NA
"11861",2008,1,8,"DL","LGA",0,-3,185,NA
"11862",2008,1,14,"OO","SAT",-6,-24,1211,NA
"11863",2008,1,12,"AA","STT",-1,0,1623,NA
"11864",2008,1,11,"CO","PDX",-2,-18,1825,NA
"11865",2008,1,29,"WN","HOU",32,29,883,NA
"11866",2008,1,19,"MQ","CMH",-10,-1,296,NA
"11867",2008,1,4,"AA","LGA",-8,2,1389,NA
"11868",2008,1,10,"UA","SMF",-1,-27,1781,NA
"11869",2008,1,20,"B6","JFK",-8,-16,2576,NA
"11870",2008,1,18,"DL","CLT",-2,-4,227,NA
"11871",2008,1,11,"DL","LGA",NA,NA,214,NA
"11872",2008,1,24,"WN","JAX",3,-10,742,NA
"11873",2008,1,5,"WN","HOU",2,4,239,NA
"11874",2008,1,28,"B6","BUR",-4,-21,2465,NA
"11875",2008,1,11,"WN","SEA",6,-7,605,NA
"11876",2008,1,3,"UA","ORD",10,13,1726,NA
"11877",2008,1,18,"DL","ONT",-3,12,558,NA
"11878",2008,1,7,"F9","DEN",-3,16,775,NA
"11879",2008,1,25,"OO","SAN",33,49,109,NA
"11880",2008,1,5,"WN","LAX",26,16,590,NA
"11881",2008,1,28,"US","CLT",-6,-6,290,NA
"11882",2008,1,5,"AA","PHX",-12,-6,1972,NA
"11883",2008,1,11,"US","CLT",12,20,2125,NA
"11884",2008,1,10,"DL","ATL",-4,2,576,NA
"11885",2008,1,3,"AA","MCO",49,45,880,NA
"11886",2008,1,5,"OO","SLC",NA,NA,338,NA
"11887",2008,1,5,"OH","JFK",-5,-20,508,NA
"11888",2008,1,14,"US","MCO",36,27,468,NA
"11889",2008,1,29,"DL","FLL",-5,5,1173,NA
"11890",2008,1,1,"AA","SAT",98,91,247,NA
"11891",2008,1,9,"OH","JFK",-4,-5,94,NA
"11892",2008,1,20,"WN","LIT",-3,-9,393,NA
"11893",2008,1,2,"XE","EWR",-6,-17,1092,NA
"11894",2008,1,8,"WN","LAX",47,55,337,NA
"11895",2008,1,5,"NW","MSP",-1,3,349,NA
"11896",2008,1,31,"EV","ATL",7,3,377,NA
"11897",2008,1,31,"XE","EWR",84,118,319,NA
"11898",2008,1,30,"OO","SLC",3,1,205,NA
"11899",2008,1,2,"MQ","DFW",-5,-7,383,NA
"11900",2008,1,18,"WN","OAK",49,43,446,NA
"11901",2008,1,15,"CO","EWR",27,6,1086,NA
"11902",2008,1,2,"UA","ORD",8,-1,1005,NA
"11903",2008,1,19,"AA","SJU",-3,-10,1608,NA
"11904",2008,1,13,"AS","SIT",23,21,95,NA
"11905",2008,1,3,"AA","DFW",-1,-7,1171,NA
"11906",2008,1,4,"DL","JAX",-1,1,270,NA
"11907",2008,1,1,"OO","LAX",-4,-6,86,NA
"11908",2008,1,5,"WN","LAS",7,16,387,NA
"11909",2008,1,22,"WN","HRL",39,32,276,NA
"11910",2008,1,13,"US","CLT",NA,NA,331,NA
"11911",2008,1,17,"OH","RIC",-10,-6,292,NA
"11912",2008,1,5,"YV","HNL",2,0,102,NA
"11913",2008,1,11,"FL","MCO",-4,-2,1121,NA
"11914",2008,1,12,"MQ","ABI",-6,-7,158,NA
"11915",2008,1,13,"DL","CVG",9,4,661,NA
"11916",2008,1,6,"9E","TUL",25,12,790,NA
"11917",2008,1,2,"US","LAS",1,3,197,NA
"11918",2008,1,24,"AS","WRG",-16,-8,82,NA
"11919",2008,1,11,"WN","MDW",0,-8,989,NA
"11920",2008,1,17,"B6","JFK",16,42,740,NA
"11921",2008,1,20,"OO","EUG",76,70,451,NA
"11922",2008,1,3,"EV","OMA",7,30,821,NA
"11923",2008,1,1,"AA","DFW",77,80,802,NA
"11924",2008,1,30,"OH","DTW",-10,-14,229,NA
"11925",2008,1,3,"XE","PWM",59,104,284,NA
"11926",2008,1,13,"AS","PDX",-8,-19,1009,NA
"11927",2008,1,25,"US","CLT",0,2,544,NA
"11928",2008,1,10,"US","CLT",14,12,809,NA
"11929",2008,1,4,"CO","EWR",31,58,1167,NA
"11930",2008,1,22,"WN","RNO",6,20,181,NA
"11931",2008,1,28,"NW","MSP",-2,2,1310,NA
"11932",2008,1,22,"DL","HNL",-8,5,2994,NA
"11933",2008,1,28,"OO","YKM",2,29,586,NA
"11934",2008,1,6,"AA","BOS",36,18,867,NA
"11935",2008,1,11,"AA","ICT",-2,-11,328,NA
"11936",2008,1,30,"US","SYR",-10,-26,298,NA
"11937",2008,1,26,"B6","RSW",6,3,1074,NA
"11938",2008,1,3,"OH","DCA",0,-12,613,NA
"11939",2008,1,29,"WN","ELP",5,-1,562,NA
"11940",2008,1,4,"MQ","ORD",17,12,264,NA
"11941",2008,1,13,"AA","TPA",-5,36,1012,NA
"11942",2008,1,19,"AA","MIA",-3,1,1121,NA
"11943",2008,1,24,"UA","ORD",1,5,1745,NA
"11944",2008,1,27,"WN","PHX",54,37,647,NA
"11945",2008,1,5,"NW","DTW",5,-5,405,NA
"11946",2008,1,24,"DL","MCO",63,54,1050,NA
"11947",2008,1,23,"MQ","DSM",-12,-8,624,NA
"11948",2008,1,7,"OO","SLC",28,31,599,NA
"11949",2008,1,26,"MQ","ORD",12,-5,577,NA
"11950",2008,1,1,"AA","MCI",84,81,403,NA
"11951",2008,1,30,"OO","SJC",18,11,308,NA
"11952",2008,1,20,"US","PHX",16,6,1037,NA
"11953",2008,1,29,"UA","SEA",-7,-4,1721,NA
"11954",2008,1,28,"DL","SAN",-4,-25,1891,NA
"11955",2008,1,31,"EV","ATL",11,-1,331,NA
"11956",2008,1,8,"WN","OAK",0,-10,407,NA
"11957",2008,1,12,"AA","SAN",17,25,1171,NA
"11958",2008,1,3,"WN","RNO",15,12,601,NA
"11959",2008,1,15,"WN","TPA",0,-17,920,NA
"11960",2008,1,30,"OO","SEA",-6,7,689,NA
"11961",2008,1,30,"YV","HNL",-7,-4,216,NA
"11962",2008,1,6,"OH","PWM",4,-4,810,NA
"11963",2008,1,16,"CO","EWR",5,-6,1065,NA
"11964",2008,1,9,"XE","MCI",-5,6,1318,NA
"11965",2008,1,10,"AA","SAT",-5,-6,247,NA
"11966",2008,1,18,"WN","SFO",-1,-10,337,NA
"11967",2008,1,6,"MQ","AZO",NA,NA,122,NA
"11968",2008,1,17,"XE","PVD",-2,-4,160,NA
"11969",2008,1,4,"DL","IAD",-6,-21,533,NA
"11970",2008,1,3,"US","CLT",11,10,321,NA
"11971",2008,1,6,"MQ","ORD",16,23,473,NA
"11972",2008,1,24,"XE","EWR",62,50,115,NA
"11973",2008,1,31,"XE","IND",19,12,261,NA
"11974",2008,1,30,"NW","MSP",8,-4,334,NA
"11975",2008,1,25,"US","MSY",14,15,651,NA
"11976",2008,1,17,"B6","SWF",-3,-10,1077,NA
"11977",2008,1,24,"OO","LAX",66,71,109,NA
"11978",2008,1,15,"OO","MOD",63,NA,144,NA
"11979",2008,1,1,"OO","SLC",3,-29,1472,NA
"11980",2008,1,8,"EV","ATL",0,16,784,NA
"11981",2008,1,8,"DL","LGA",-2,-14,1035,NA
"11982",2008,1,4,"US","SAN",-8,16,304,NA
"11983",2008,1,20,"WN","LAX",-1,-5,677,NA
"11984",2008,1,11,"MQ","BOS",153,164,185,NA
"11985",2008,1,23,"AA","MIA",-2,20,1090,NA
"11986",2008,1,14,"CO","IAH",5,-8,2007,NA
"11987",2008,1,16,"YV","SBN",-13,-31,84,NA
"11988",2008,1,11,"XE","ABQ",16,10,744,NA
"11989",2008,1,8,"UA","BUF",NA,NA,473,NA
"11990",2008,1,28,"XE","ICT",-10,-2,1203,NA
"11991",2008,1,16,"EV","DAY",-2,23,432,NA
"11992",2008,1,23,"US","PHX",1,-21,1813,NA
"11993",2008,1,16,"EV","ATL",NA,NA,646,NA
"11994",2008,1,13,"XE","RDU",-10,-9,481,NA
"11995",2008,1,25,"OO","ORD",7,15,213,NA
"11996",2008,1,20,"WN","MDW",-4,-3,307,NA
"11997",2008,1,1,"WN","ONT",0,0,1750,NA
"11998",2008,1,4,"YV","PHX",0,-5,1009,NA
"11999",2008,1,16,"US","SNA",-2,-5,338,NA
"12000",2008,1,8,"AA","SFO",18,42,1464,NA
"12001",2008,1,17,"DL","ATL",7,-4,1587,NA
"12002",2008,1,18,"DL","DFW",-5,-10,732,NA
"12003",2008,1,7,"CO","EWR",-7,12,200,NA
"12004",2008,1,20,"F9","DEN",-1,-8,390,NA
"12005",2008,1,29,"WN","PHL",2,-17,2075,NA
"12006",2008,1,30,"UA","OMA",-3,-7,472,NA
"12007",2008,1,26,"WN","PHX",9,-5,507,NA
"12008",2008,1,13,"WN","MCI",0,-6,533,NA
"12009",2008,1,13,"XE","AUS",-10,-9,619,NA
"12010",2008,1,12,"9E","FSD",40,42,197,NA
"12011",2008,1,4,"AS","PSP",-12,NA,421,NA
"12012",2008,1,6,"OO","ONT",33,31,47,NA
"12013",2008,1,4,"AA","SJU",-7,-10,1674,NA
"12014",2008,1,3,"DL","TPA",0,-14,406,NA
"12015",2008,1,19,"CO","TPA",-6,-12,998,NA
"12016",2008,1,23,"MQ","ORD",-5,-14,296,NA
"12017",2008,1,31,"US","PHX",131,117,1020,NA
"12018",2008,1,13,"XE","PDX",-6,-10,630,NA
"12019",2008,1,13,"EV","ATL",0,-15,151,NA
"12020",2008,1,7,"XE","EWR",-2,-14,594,NA
"12021",2008,1,20,"9E","DTW",-3,1,155,NA
"12022",2008,1,13,"UA","DEN",-2,-10,1024,NA
"12023",2008,1,3,"OH","CVG",-1,35,413,NA
"12024",2008,1,28,"UA","IAD",0,9,2253,NA
"12025",2008,1,25,"NW","MIA",-5,5,1145,NA
"12026",2008,1,9,"AA","DFW",8,4,2165,NA
"12027",2008,1,23,"WN","DAL",-1,-3,546,NA
"12028",2008,1,4,"AA","DFW",0,-12,468,NA
"12029",2008,1,2,"WN","PHL",15,-15,2176,NA
"12030",2008,1,24,"US","PHL",1,-1,1013,NA
"12031",2008,1,30,"WN","HOU",1,-8,1390,NA
"12032",2008,1,25,"US","LGA",10,3,544,NA
"12033",2008,1,13,"UA","SAN",118,121,853,NA
"12034",2008,1,9,"YV","PHX",-2,-19,551,NA
"12035",2008,1,30,"WN","SFO",1,-7,447,NA
"12036",2008,1,14,"US","MIA",0,7,650,NA
"12037",2008,1,4,"AA","MSP",-7,-27,334,NA
"12038",2008,1,22,"AA","MSP",-2,-10,1501,NA
"12039",2008,1,15,"AQ","LIH",-1,0,102,NA
"12040",2008,1,26,"AA","DFW",1,1,762,NA
"12041",2008,1,21,"MQ","MAF",-9,-12,309,NA
"12042",2008,1,7,"DL","ATL",-4,-6,874,NA
"12043",2008,1,18,"DL","SFO",0,6,2036,NA
"12044",2008,1,17,"WN","LAX",7,-1,236,NA
"12045",2008,1,13,"AA","PBI",0,-4,1103,NA
"12046",2008,1,26,"WN","SAN",13,-2,480,NA
"12047",2008,1,19,"WN","ONT",-2,-5,390,NA
"12048",2008,1,3,"DL","ATL",-2,-5,2182,NA
"12049",2008,1,6,"UA","LGA",-1,-4,733,NA
"12050",2008,1,4,"AA","CMH",5,-4,927,NA
"12051",2008,1,19,"B6","BUR",47,39,2465,NA
"12052",2008,1,26,"OO","DEN",10,10,1085,NA
"12053",2008,1,10,"OO","MSP",-7,-14,906,NA
"12054",2008,1,26,"UA","PHX",71,77,651,NA
"12055",2008,1,19,"B6","EWR",-3,13,1065,NA
"12056",2008,1,22,"9E","DTW",4,32,312,NA
"12057",2008,1,2,"OO","SFO",-5,-7,77,NA
"12058",2008,1,22,"OH","CVG",25,25,229,NA
"12059",2008,1,4,"DL","LAS",-5,4,1678,NA
"12060",2008,1,1,"XE","CVG",8,-2,871,NA
"12061",2008,1,12,"B6","MCO",195,189,989,NA
"12062",2008,1,18,"WN","PBI",3,7,174,NA
"12063",2008,1,8,"HA","HNL",-3,11,102,NA
"12064",2008,1,21,"WN","MCI",-7,-26,1044,NA
"12065",2008,1,11,"OO","ORD",-4,2,109,NA
"12066",2008,1,25,"DL","PBI",-7,-2,545,NA
"12067",2008,1,20,"UA","PHL",-8,-19,2521,NA
"12068",2008,1,10,"DL","SLC",-2,-13,590,NA
"12069",2008,1,13,"AA","DCA",-6,-13,612,NA
"12070",2008,1,6,"DL","PBI",-3,-4,545,NA
"12071",2008,1,15,"XE","IAH",-1,-6,217,NA
"12072",2008,1,15,"WN","BUR",-3,-8,369,NA
"12073",2008,1,10,"WN","TPA",-1,-13,197,NA
"12074",2008,1,21,"MQ","ORD",17,55,147,NA
"12075",2008,1,10,"US","PHX",1,3,622,NA
"12076",2008,1,5,"MQ","LFT",-5,-12,351,NA
"12077",2008,1,2,"AA","DCA",-6,-17,612,NA
"12078",2008,1,19,"OO","SBP",-7,-11,155,NA
"12079",2008,1,20,"NW","DTW",2,2,201,NA
"12080",2008,1,12,"OO","DEN",-7,2,349,NA
"12081",2008,1,5,"AA","MCO",-2,2,984,NA
"12082",2008,1,5,"NW","MSP",23,7,1034,NA
"12083",2008,1,24,"OO","DRO",-1,-10,338,NA
"12084",2008,1,21,"NW","DTW",9,9,983,NA
"12085",2008,1,25,"MQ","ORD",49,48,693,NA
"12086",2008,1,16,"OO","TWF",-3,-5,175,NA
"12087",2008,1,16,"9E","MEM",-5,0,285,NA
"12088",2008,1,30,"AA","ORD",-3,-18,1745,NA
"12089",2008,1,29,"OH","CVG",0,8,318,NA
"12090",2008,1,15,"NW","PHL",-15,-20,453,NA
"12091",2008,1,28,"OH","BOS",0,-2,818,NA
"12092",2008,1,15,"WN","PHX",7,6,256,NA
"12093",2008,1,6,"OO","MLI",105,123,752,NA
"12094",2008,1,5,"OH","JFK",5,-9,267,NA
"12095",2008,1,20,"WN","SLC",-2,-11,1258,NA
"12096",2008,1,26,"US","CMH",7,17,1772,NA
"12097",2008,1,28,"UA","HNL",-7,9,2556,NA
"12098",2008,1,27,"OO","ORD",15,7,491,NA
"12099",2008,1,9,"CO","IAH",44,43,140,NA
"12100",2008,1,14,"US","PHX",10,0,646,NA
"12101",2008,1,6,"UA","ATL",23,50,606,NA
"12102",2008,1,29,"WN","LAX",0,1,337,NA
"12103",2008,1,2,"EV","ATL",47,47,208,NA
"12104",2008,1,1,"NW","MSP",40,23,1276,NA
"12105",2008,1,8,"NW","MEM",12,7,700,NA
"12106",2008,1,10,"AA","DFW",-2,4,631,NA
"12107",2008,1,1,"WN","PHL",28,48,1335,NA
"12108",2008,1,6,"US","CLT",98,82,468,NA
"12109",2008,1,29,"9E","DTW",276,294,157,NA
"12110",2008,1,22,"NW","DTW",21,30,983,NA
"12111",2008,1,2,"OO","LWS",-4,4,461,NA
"12112",2008,1,25,"AA","PHL",-1,9,1302,NA
"12113",2008,1,12,"OO","MKE",19,23,74,NA
"12114",2008,1,6,"OO","MCI",7,17,706,NA
"12115",2008,1,28,"UA","IAD",-3,-24,901,NA
"12116",2008,1,10,"US","STL",-4,-7,1262,NA
"12117",2008,1,28,"OH","CVG",0,4,810,NA
"12118",2008,1,12,"NW","DTW",-9,-3,120,NA
"12119",2008,1,16,"OO","MSN",-12,-22,109,NA
"12120",2008,1,17,"9E","MOB",-7,-4,317,NA
"12121",2008,1,30,"DL","ATL",-1,6,1946,NA
"12122",2008,1,31,"AA","DFW",7,22,551,NA
"12123",2008,1,27,"OO","SFO",143,185,326,NA
"12124",2008,1,19,"YV","MEM",-5,-30,1263,NA
"12125",2008,1,16,"WN","MDW",-2,-1,395,NA
"12126",2008,1,12,"CO","LAS",2,6,1222,NA
"12127",2008,1,16,"UA","SFO",-7,-2,414,NA
"12128",2008,1,31,"AQ","OGG",-4,-9,100,NA
"12129",2008,1,28,"DL","ATL",-3,20,2116,NA
"12130",2008,1,3,"WN","TPA",25,19,587,NA
"12131",2008,1,23,"WN","AUS",9,8,294,NA
"12132",2008,1,20,"B6","LAS",4,-19,2248,NA
"12133",2008,1,18,"WN","LAS",2,3,236,NA
"12134",2008,1,10,"EV","ATL",-3,-16,960,NA
"12135",2008,1,22,"OO","RDM",-6,-8,116,NA
"12136",2008,1,6,"UA","FLL",-1,0,1703,NA
"12137",2008,1,28,"WN","SMF",-4,-8,605,NA
"12138",2008,1,12,"UA","SFO",-6,4,679,NA
"12139",2008,1,23,"XE","CLT",168,157,529,NA
"12140",2008,1,18,"B6","HPN",-7,-1,972,NA
"12141",2008,1,13,"MQ","ORD",6,-11,475,NA
"12142",2008,1,3,"OH","LGA",-5,-21,292,NA
"12143",2008,1,19,"YV","PHX",-4,-5,369,NA
"12144",2008,1,4,"MQ","TYS",0,-13,475,NA
"12145",2008,1,6,"AA","AUS",1,7,1162,NA
"12146",2008,1,7,"FL","MDW",-4,-3,584,NA
"12147",2008,1,16,"XE","CLE",-11,-15,418,NA
"12148",2008,1,18,"YV","CLT",0,27,227,NA
"12149",2008,1,28,"WN","HOU",-1,-1,239,NA
"12150",2008,1,17,"OO","TYS",-2,-10,1162,NA
"12151",2008,1,26,"XE","OKC",4,1,395,NA
"12152",2008,1,6,"MQ","ORD",33,24,723,NA
"12153",2008,1,21,"WN","SAT",-3,1,1036,NA
"12154",2008,1,30,"WN","PHX",12,14,256,NA
"12155",2008,1,28,"AA","LGA",2,-7,887,NA
"12156",2008,1,6,"XE","PWM",-9,-17,284,NA
"12157",2008,1,5,"EV","ATL",-2,-11,793,NA
"12158",2008,1,10,"NW","MSP",-2,4,695,NA
"12159",2008,1,4,"US","TPA",-3,-1,920,NA
"12160",2008,1,4,"DL","LAX",-5,28,590,NA
"12161",2008,1,12,"YV","EGE",-16,-18,120,NA
"12162",2008,1,25,"WN","SLC",-5,-19,630,NA
"12163",2008,1,24,"CO","PBI",53,39,1024,NA
"12164",2008,1,8,"WN","STL",-1,-11,737,NA
"12165",2008,1,5,"WN","ABQ",50,61,493,NA
"12166",2008,1,5,"NW","DTW",-3,3,408,NA
"12167",2008,1,3,"DL","DCA",-3,-8,214,NA
"12168",2008,1,9,"UA","DSM",-5,-1,590,NA
"12169",2008,1,14,"9E","MEM",1,-1,317,NA
"12170",2008,1,22,"EV","HPN",95,71,780,NA
"12171",2008,1,11,"EV","ATL",-3,-20,350,NA
"12172",2008,1,2,"US","LAS",-2,22,2176,NA
"12173",2008,1,14,"YV","CLT",40,34,168,NA
"12174",2008,1,19,"US","MCI",-5,-12,809,NA
"12175",2008,1,10,"YV","PIT",-2,-1,183,NA
"12176",2008,1,29,"AA","LAX",1,-14,2611,NA
"12177",2008,1,8,"NW","IND",-6,-13,503,NA
"12178",2008,1,8,"WN","SAN",7,-1,258,NA
"12179",2008,1,25,"AA","DCA",-1,10,920,NA
"12180",2008,1,19,"FL","MCO",20,12,861,NA
"12181",2008,1,22,"DL","GEG",-16,-4,546,NA
"12182",2008,1,11,"B6","JFK",23,48,1041,NA
"12183",2008,1,17,"XE","PDX",28,12,834,NA
"12184",2008,1,31,"WN","PHX",19,16,304,NA
"12185",2008,1,20,"MQ","GRB",-2,-12,174,NA
"12186",2008,1,21,"HA","HNL",-3,-5,163,NA
"12187",2008,1,14,"WN","PHX",7,7,1506,NA
"12188",2008,1,9,"DL","ATL",58,62,761,NA
"12189",2008,1,31,"XE","GPT",NA,NA,376,NA
"12190",2008,1,13,"MQ","LFT",21,18,351,NA
"12191",2008,1,31,"9E","DTW",-3,-27,541,NA
"12192",2008,1,24,"WN","IND",-1,-13,838,NA
"12193",2008,1,20,"AS","GEG",-1,27,224,NA
"12194",2008,1,5,"US","CLT",0,-5,329,NA
"12195",2008,1,27,"YV","JAX",-11,-5,631,NA
"12196",2008,1,2,"OO","LAX",-2,0,110,NA
"12197",2008,1,24,"FL","BWI",50,73,787,NA
"12198",2008,1,24,"YV","HNL",-5,-7,163,NA
"12199",2008,1,3,"F9","DEN",0,0,1546,NA
