"","YEAR","MONTH","CARRIER","EMPTOTAL","X"
"2264",2009,4,"PRQ",54,NA
"2265",2009,4,"PT",202,NA
"2266",2009,4,"QX",3640,NA
"2267",2009,4,"RD",460,NA
"2268",2009,4,"RW",1449,NA
"2269",2009,4,"S5",1299,NA
"2270",2009,4,"SI",32,NA
"2271",2009,4,"SLQ",110,NA
"2272",2009,4,"SY",742,NA
"2273",2009,4,"U5",451,NA
"2274",2009,4,"U7",199,NA
"2275",2009,4,"UA",48478,NA
"2276",2009,4,"US",33568,NA
"2277",2009,4,"VCQ",0,NA
"2278",2009,4,"VX",1481,NA
"2279",2009,4,"WE",628,NA
"2280",2009,4,"WI",66,NA
"2281",2009,4,"WN",35801,NA
"2282",2009,4,"WO",1547,NA
"2283",2009,4,"X9",1001,NA
"2284",2009,4,"XE",5417,NA
"2285",2009,4,"XJ",4524,NA
"2286",2009,4,"XP",104,NA
"2287",2009,4,"YV",2821,NA
"2288",2009,4,"YX",1654,NA
"2289",2009,4,"ZW",2861,NA
"2290",2009,5,"09Q",106,NA
"2291",2009,5,"16",993,NA
"2292",2009,5,"3Z",306,NA
"2293",2009,5,"5X",6009,NA
"2294",2009,5,"5Y",1085,NA
"2295",2009,5,"8C",373,NA
"2296",2009,5,"9E",3946,NA
"2297",2009,5,"9L",1325,NA
"2298",2009,5,"9S",466,NA
"2299",2009,5,"AA",73332,NA
"2300",2009,5,"ABX",2423,NA
"2301",2009,5,"AJQ",234,NA
"2302",2009,5,"AMQ",33,NA
"2303",2009,5,"KH",379,NA
"2304",2009,5,"AS",10060,NA
"2305",2009,5,"B6",12339,NA
"2306",2009,5,"BNQ",5,NA
"2307",2009,5,"CO",38490,NA
"2308",2009,5,"CP",825,NA
"2309",2009,5,"CS",1239,NA
"2310",2009,5,"DL",48507,NA
"2311",2009,5,"ER",845,NA
"2312",2009,5,"EV",3999,NA
"2313",2009,5,"EZ",468,NA
"2314",2009,5,"F9",4919,NA
"2315",2009,5,"FCQ",68,NA
"2316",2009,5,"FL",8435,NA
"2317",2009,5,"FX",140447,NA
"2318",2009,5,"G4",1682,NA
"2319",2009,5,"G7",476,NA
"2320",2009,5,"GFQ",61,NA
"2321",2009,5,"GL",394,NA
"2322",2009,5,"HA",3736,NA
"2323",2009,5,"JW",482,NA
"2324",2009,5,"KAQ",740,NA
"2325",2009,5,"KLQ",51,NA
"2326",2009,5,"L2",167,NA
"2327",2009,5,"L4",412,NA
"2328",2009,5,"M6",547,NA
"2329",2009,5,"MQ",9977,NA
"2330",2009,5,"MRQ",80,NA
"2331",2009,5,NA,801,NA
"2332",2009,5,"NC",206,NA
"2333",2009,5,"NK",2092,NA
"2334",2009,5,"NW",26281,NA
"2335",2009,5,"OH",5643,NA
"2336",2009,5,"OO",9475,NA
"2337",2009,5,"OW",1988,NA
"2338",2009,5,"PCQ",440,NA
"2339",2009,5,"PFQ",43,NA
"2340",2009,5,"PO",322,NA
"2341",2009,5,"PRQ",54,NA
"2342",2009,5,"PT",205,NA
"2343",2009,5,"QX",3587,NA
"2344",2009,5,"RD",423,NA
"2345",2009,5,"RW",1478,NA
"2346",2009,5,"S5",1359,NA
"2347",2009,5,"SI",32,NA
"2348",2009,5,"SLQ",110,NA
"2349",2009,5,"SY",720,NA
"2350",2009,5,"U5",445,NA
"2351",2009,5,"U7",199,NA
"2352",2009,5,"UA",48352,NA
"2353",2009,5,"US",33481,NA
"2354",2009,5,"VCQ",0,NA
"2355",2009,5,"VX",1477,NA
"2356",2009,5,"WE",636,NA
"2357",2009,5,"WI",46,NA
"2358",2009,5,"WN",35772,NA
"2359",2009,5,"WO",1553,NA
"2360",2009,5,"X9",996,NA
"2361",2009,5,"XE",5499,NA
"2362",2009,5,"XJ",4675,NA
"2363",2009,5,"XP",102,NA
"2364",2009,5,"YV",2817,NA
"2365",2009,5,"YX",1634,NA
"2366",2009,5,"ZW",2857,NA
"2367",2009,6,"09Q",99,NA
"2368",2009,6,"16",988,NA
"2369",2009,6,"3Z",296,NA
"2370",2009,6,"5X",5991,NA
"2371",2009,6,"5Y",1075,NA
"2372",2009,6,"8C",383,NA
"2373",2009,6,"9E",3946,NA
"2374",2009,6,"9L",1334,NA
"2375",2009,6,"9S",457,NA
"2376",2009,6,"AA",73146,NA
"2377",2009,6,"ABX",2067,NA
"2378",2009,6,"AJQ",229,NA
"2379",2009,6,"AMQ",28,NA
"2380",2009,6,"KH",379,NA
"2381",2009,6,"AS",10095,NA
"2382",2009,6,"B6",12349,NA
"2383",2009,6,"BNQ",5,NA
"2384",2009,6,"CO",38604,NA
"2385",2009,6,"CP",844,NA
"2386",2009,6,"CS",1239,NA
"2387",2009,6,"DL",48685,NA
"2388",2009,6,"ER",854,NA
"2389",2009,6,"EV",3901,NA
"2390",2009,6,"EZ",475,NA
"2391",2009,6,"F9",4880,NA
"2392",2009,6,"FCQ",66,NA
"2393",2009,6,"FL",8516,NA
"2394",2009,6,"FX",139753,NA
"2395",2009,6,"G4",1708,NA
"2396",2009,6,"G7",472,NA
"2397",2009,6,"GFQ",61,NA
"2398",2009,6,"GL",385,NA
"2399",2009,6,"HA",3755,NA
"2400",2009,6,"JW",501,NA
"2401",2009,6,"KAQ",758,NA
"2402",2009,6,"KLQ",50,NA
"2403",2009,6,"L2",166,NA
"2404",2009,6,"L4",418,NA
"2405",2009,6,"M6",553,NA
"2406",2009,6,"MQ",9869,NA
"2407",2009,6,"MRQ",80,NA
"2408",2009,6,NA,797,NA
"2409",2009,6,"NC",207,NA
"2410",2009,6,"NK",2056,NA
"2411",2009,6,"NW",27289,NA
"2412",2009,6,"OH",5878,NA
"2413",2009,6,"OO",9458,NA
"2414",2009,6,"OW",1990,NA
"2415",2009,6,"PCQ",447,NA
"2416",2009,6,"PFQ",43,NA
"2417",2009,6,"PO",319,NA
"2418",2009,6,"PRQ",54,NA
"2419",2009,6,"PT",215,NA
"2420",2009,6,"QX",3553,NA
"2421",2009,6,"RD",427,NA
"2422",2009,6,"RW",1515,NA
"2423",2009,6,"S5",1381,NA
"2424",2009,6,"SI",32,NA
"2425",2009,6,"SLQ",120,NA
"2426",2009,6,"SY",718,NA
"2427",2009,6,"U5",440,NA
"2428",2009,6,"U7",193,NA
"2429",2009,6,"UA",47902,NA
"2430",2009,6,"US",33375,NA
"2431",2009,6,"VCQ",0,NA
"2432",2009,6,"VX",1507,NA
"2433",2009,6,"WE",655,NA
"2434",2009,6,"WI",38,NA
"2435",2009,6,"WN",35654,NA
"2436",2009,6,"WO",1490,NA
"2437",2009,6,"X9",991,NA
"2438",2009,6,"XE",5467,NA
"2439",2009,6,"XJ",4717,NA
"2440",2009,6,"XP",100,NA
"2441",2009,6,"YV",2748,NA
"2442",2009,6,"YX",1612,NA
"2443",2009,6,"ZW",2806,NA
"2444",2009,7,"09Q",96,NA
"2445",2009,7,"0WQ",161,NA
"2446",2009,7,"16",986,NA
"2447",2009,7,"3Z",290,NA
"2448",2009,7,"5X",5941,NA
"2449",2009,7,"5Y",1035,NA
"2450",2009,7,"8C",396,NA
"2451",2009,7,"9E",3867,NA
"2452",2009,7,"9L",1347,NA
"2453",2009,7,"9S",459,NA
"2454",2009,7,"AA",72922,NA
"2455",2009,7,"ABX",2059,NA
"2456",2009,7,"AJQ",230,NA
"2457",2009,7,"AMQ",28,NA
"2458",2009,7,"KH",342,NA
"2459",2009,7,"AS",10053,NA
"2460",2009,7,"B6",12403,NA
"2461",2009,7,"BNQ",5,NA
"2462",2009,7,"CO",37994,NA
"2463",2009,7,"CP",845,NA
"2464",2009,7,"CS",1256,NA
"2465",2009,7,"DL",49206,NA
"2466",2009,7,"ER",814,NA
"2467",2009,7,"EV",3778,NA
"2468",2009,7,"EZ",473,NA
"2469",2009,7,"F9",4841,NA
"2470",2009,7,"FCQ",71,NA
"2471",2009,7,"FL",8429,NA
"2472",2009,7,"FX",139585,NA
"2473",2009,7,"G4",1716,NA
"2474",2009,7,"G7",509,NA
"2475",2009,7,"GFQ",61,NA
"2476",2009,7,"GL",403,NA
"2477",2009,7,"HA",3780,NA
"2478",2009,7,"JW",492,NA
"2479",2009,7,"KAQ",755,NA
"2480",2009,7,"KLQ",49,NA
"2481",2009,7,"L2",165,NA
"2482",2009,7,"L4",429,NA
"2483",2009,7,"M6",548,NA
"2484",2009,7,"MQ",9822,NA
"2485",2009,7,"MRQ",79,NA
"2486",2009,7,NA,797,NA
"2487",2009,7,"NC",207,NA
"2488",2009,7,"NK",2054,NA
"2489",2009,7,"NW",26710,NA
"2490",2009,7,"OH",5945,NA
"2491",2009,7,"OO",9475,NA
"2492",2009,7,"OW",1984,NA
"2493",2009,7,"PCQ",447,NA
"2494",2009,7,"PFQ",43,NA
"2495",2009,7,"PO",313,NA
"2496",2009,7,"PRQ",55,NA
"2497",2009,7,"PT",216,NA
"2498",2009,7,"QX",3541,NA
"2499",2009,7,"RD",432,NA
"2500",2009,7,"RW",1575,NA
"2501",2009,7,"S5",1434,NA
"2502",2009,7,"SI",32,NA
"2503",2009,7,"SLQ",120,NA
"2504",2009,7,"SY",716,NA
"2505",2009,7,"U5",439,NA
"2506",2009,7,"U7",200,NA
"2507",2009,7,"UA",48006,NA
"2508",2009,7,"US",33462,NA
"2509",2009,7,"VCQ",0,NA
"2510",2009,7,"VX",1502,NA
"2511",2009,7,"WE",626,NA
"2512",2009,7,"WI",33,NA
"2513",2009,7,"WN",35281,NA
"2514",2009,7,"WO",1496,NA
"2515",2009,7,"X9",981,NA
"2516",2009,7,"XE",5482,NA
"2517",2009,7,"XJ",4677,NA
"2518",2009,7,"XP",98,NA
"2519",2009,7,"YV",2711,NA
"2520",2009,7,"YX",1592,NA
"2521",2009,7,"ZW",2801,NA
"2522",2009,8,"09Q",99,NA
"2523",2009,8,"0WQ",162,NA
"2524",2009,8,"16",994,NA
"2525",2009,8,"3Z",287,NA
"2526",2009,8,"5X",5897,NA
"2527",2009,8,"5Y",1029,NA
"2528",2009,8,"8C",398,NA
"2529",2009,8,"9E",3930,NA
"2530",2009,8,"9L",1343,NA
"2531",2009,8,"9S",465,NA
"2532",2009,8,"AA",72651,NA
"2533",2009,8,"ABX",1171,NA
"2534",2009,8,"AJQ",223,NA
"2535",2009,8,"AMQ",28,NA
"2536",2009,8,"KH",346,NA
"2537",2009,8,"AS",9985,NA
"2538",2009,8,"B6",12583,NA
"2539",2009,8,"BNQ",5,NA
"2540",2009,8,"CO",36836,NA
"2541",2009,8,"CP",858,NA
"2542",2009,8,"CS",1229,NA
"2543",2009,8,"DL",49047,NA
"2544",2009,8,"ER",806,NA
"2545",2009,8,"EV",3704,NA
"2546",2009,8,"EZ",467,NA
"2547",2009,8,"F9",4825,NA
"2548",2009,8,"FCQ",71,NA
"2549",2009,8,"FL",8335,NA
"2550",2009,8,"FX",139349,NA
"2551",2009,8,"G4",1724,NA
"2552",2009,8,"G7",504,NA
"2553",2009,8,"GFQ",61,NA
"2554",2009,8,"GL",408,NA
"2555",2009,8,"HA",3759,NA
"2556",2009,8,"JW",510,NA
"2557",2009,8,"KAQ",752,NA
"2558",2009,8,"KLQ",55,NA
"2559",2009,8,"L2",160,NA
"2560",2009,8,"L4",427,NA
"2561",2009,8,"M6",556,NA
"2562",2009,8,"MQ",9802,NA
"2563",2009,8,"MRQ",79,NA
"2564",2009,8,NA,788,NA
"2565",2009,8,"NC",197,NA
"2566",2009,8,"NK",2037,NA
"2567",2009,8,"NW",26576,NA
"2568",2009,8,"OH",5876,NA
"2569",2009,8,"OO",9419,NA
"2570",2009,8,"OW",1998,NA
"2571",2009,8,"PFQ",43,NA
"2572",2009,8,"PO",312,NA
"2573",2009,8,"PRQ",55,NA
"2574",2009,8,"PT",221,NA
"2575",2009,8,"QX",3513,NA
"2576",2009,8,"RD",441,NA
"2577",2009,8,"RW",1614,NA
"2578",2009,8,"S5",1423,NA
"2579",2009,8,"SI",33,NA
"2580",2009,8,"SLQ",120,NA
"2581",2009,8,"SY",712,NA
"2582",2009,8,"U5",433,NA
"2583",2009,8,"U7",208,NA
"2584",2009,8,"UA",48283,NA
"2585",2009,8,"US",32895,NA
"2586",2009,8,"VCQ",0,NA
"2587",2009,8,"VX",1506,NA
"2588",2009,8,"WE",537,NA
"2589",2009,8,"WI",39,NA
"2590",2009,8,"WN",34996,NA
"2591",2009,8,"WO",1408,NA
"2592",2009,8,"X9",969,NA
"2593",2009,8,"XE",5401,NA
"2594",2009,8,"XJ",4624,NA
"2595",2009,8,"XP",101,NA
"2596",2009,8,"YV",2675,NA
"2597",2009,8,"YX",1544,NA
"2598",2009,8,"ZW",2821,NA
"2599",2009,9,"09Q",105,NA
"2600",2009,9,"0WQ",170,NA
"2601",2009,9,"16",998,NA
"2602",2009,9,"3Z",285,NA
"2603",2009,9,"5X",5861,NA
"2604",2009,9,"5Y",1034,NA
"2605",2009,9,"8C",414,NA
"2606",2009,9,"9E",3903,NA
"2607",2009,9,"9L",1326,NA
"2608",2009,9,"9S",491,NA
"2609",2009,9,"AA",72521,NA
"2610",2009,9,"ABX",1007,NA
"2611",2009,9,"AJQ",234,NA
"2612",2009,9,"AMQ",28,NA
"2613",2009,9,"KH",340,NA
"2614",2009,9,"AS",9965,NA
"2615",2009,9,"B6",12440,NA
"2616",2009,9,"BNQ",5,NA
"2617",2009,9,"CO",36382,NA
"2618",2009,9,"CP",879,NA
"2619",2009,9,"CS",1209,NA
"2620",2009,9,"DL",48432,NA
"2621",2009,9,"ER",781,NA
"2622",2009,9,"EV",3704,NA
"2623",2009,9,"EZ",469,NA
"2624",2009,9,"F9",4769,NA
"2625",2009,9,"FCQ",76,NA
"2626",2009,9,"FL",8029,NA
"2627",2009,9,"FX",139181,NA
"2628",2009,9,"G4",1749,NA
"2629",2009,9,"G7",541,NA
"2630",2009,9,"GFQ",64,NA
"2631",2009,9,"GL",416,NA
"2632",2009,9,"HA",3780,NA
"2633",2009,9,"JW",512,NA
"2634",2009,9,"KAQ",761,NA
"2635",2009,9,"KLQ",55,NA
"2636",2009,9,"L2",156,NA
"2637",2009,9,"L4",409,NA
"2638",2009,9,"M6",566,NA
"2639",2009,9,"MQ",9808,NA
"2640",2009,9,"MRQ",75,NA
"2641",2009,9,NA,776,NA
"2642",2009,9,"NC",189,NA
"2643",2009,9,"NK",2015,NA
"2644",2009,9,"NW",25681,NA
"2645",2009,9,"OH",5706,NA
"2646",2009,9,"OO",9455,NA
"2647",2009,9,"OW",1996,NA
"2648",2009,9,"PFQ",43,NA
"2649",2009,9,"PO",315,NA
"2650",2009,9,"PRQ",55,NA
"2651",2009,9,"PT",220,NA
"2652",2009,9,"QX",3524,NA
"2653",2009,9,"RD",431,NA
"2654",2009,9,"RW",1694,NA
"2655",2009,9,"S5",1425,NA
"2656",2009,9,"SI",32,NA
"2657",2009,9,"SLQ",120,NA
"2658",2009,9,"SY",729,NA
"2659",2009,9,"U5",380,NA
"2660",2009,9,"U7",214,NA
"2661",2009,9,"UA",47041,NA
"2662",2009,9,"US",32394,NA
"2663",2009,9,"VCQ",0,NA
"2664",2009,9,"VX",1492,NA
"2665",2009,9,"WE",522,NA
"2666",2009,9,"WI",30,NA
"2667",2009,9,"WN",35134,NA
"2668",2009,9,"WO",1408,NA
"2669",2009,9,"X9",971,NA
"2670",2009,9,"XE",5399,NA
"2671",2009,9,"XJ",4484,NA
"2672",2009,9,"XP",98,NA
"2673",2009,9,"YV",2628,NA
"2674",2009,9,"YX",1515,NA
"2675",2009,9,"ZW",2775,NA
"2676",2009,10,"09Q",110,NA
"2677",2009,10,"0WQ",174,NA
"2678",2009,10,"16",971,NA
"2679",2009,10,"3Z",277,NA
"2680",2009,10,"5X",5860,NA
"2681",2009,10,"5Y",1051,NA
"2682",2009,10,"8C",422,NA
"2683",2009,10,"9E",3902,NA
"2684",2009,10,"9L",1315,NA
"2685",2009,10,"9S",511,NA
"2686",2009,10,"AA",71777,NA
"2687",2009,10,"ABX",1001,NA
"2688",2009,10,"AJQ",244,NA
"2689",2009,10,"AMQ",28,NA
"2690",2009,10,"KH",317,NA
"2691",2009,10,"AS",9943,NA
"2692",2009,10,"B6",12456,NA
"2693",2009,10,"BNQ",5,NA
"2694",2009,10,"CO",36338,NA
"2695",2009,10,"CP",881,NA
"2696",2009,10,"CS",1209,NA
"2697",2009,10,"DL",53323,NA
"2698",2009,10,"ER",599,NA
"2699",2009,10,"EV",3695,NA
"2700",2009,10,"EZ",465,NA
"2701",2009,10,"F9",4774,NA
"2702",2009,10,"FCQ",78,NA
"2703",2009,10,"FL",8068,NA
"2704",2009,10,"FX",139427,NA
"2705",2009,10,"G4",1745,NA
"2706",2009,10,"G7",537,NA
"2707",2009,10,"GFQ",65,NA
"2708",2009,10,"GL",413,NA
"2709",2009,10,"HA",3790,NA
"2710",2009,10,"JW",509,NA
"2711",2009,10,"KAQ",767,NA
"2712",2009,10,"KLQ",55,NA
"2713",2009,10,"L2",157,NA
"2714",2009,10,"L3",413,NA
"2715",2009,10,"M6",538,NA
"2716",2009,10,"MQ",9835,NA
"2717",2009,10,"MRQ",76,NA
"2718",2009,10,NA,777,NA
"2719",2009,10,"NC",189,NA
"2720",2009,10,"NK",2028,NA
"2721",2009,10,"NW",27701,NA
"2722",2009,10,"OH",2725,NA
"2723",2009,10,"OO",9441,NA
"2724",2009,10,"OW",2028,NA
"2725",2009,10,"PFQ",43,NA
"2726",2009,10,"PO",315,NA
"2727",2009,10,"PRQ",52,NA
"2728",2009,10,"PT",215,NA
"2729",2009,10,"QX",3527,NA
"2730",2009,10,"RD",458,NA
"2731",2009,10,"S5",1354,NA
"2732",2009,10,"SI",26,NA
"2733",2009,10,"SLQ",120,NA
"2734",2009,10,"SY",748,NA
"2735",2009,10,"U5",376,NA
"2736",2009,10,"U7",242,NA
"2737",2009,10,"UA",46697,NA
"2738",2009,10,"US",32102,NA
"2739",2009,10,"VCQ",0,NA
"2740",2009,10,"VX",1484,NA
"2741",2009,10,"WE",520,NA
"2742",2009,10,"WI",49,NA
"2743",2009,10,"WN",35076,NA
"2744",2009,10,"WO",1442,NA
"2745",2009,10,"X9",996,NA
"2746",2009,10,"XE",5414,NA
"2747",2009,10,"XJ",2357,NA
"2748",2009,10,"XP",113,NA
"2749",2009,10,"YV",2604,NA
"2750",2009,10,"YX",870,NA
"2751",2009,10,"ZW",2768,NA
"2752",2009,11,"09Q",114,NA
"2753",2009,11,"0WQ",163,NA
"2754",2009,11,"16",968,NA
"2755",2009,11,"3Z",279,NA
"2756",2009,11,"5X",5859,NA
"2757",2009,11,"5Y",1051,NA
"2758",2009,11,"8C",430,NA
"2759",2009,11,"9E",3873,NA
"2760",2009,11,"9L",1309,NA
"2761",2009,11,"9S",545,NA
"2762",2009,11,"AA",71346,NA
"2763",2009,11,"ABX",996,NA
"2764",2009,11,"AJQ",241,NA
"2765",2009,11,"AMQ",27,NA
"2766",2009,11,"KH",314,NA
"2767",2009,11,"AS",9918,NA
"2768",2009,11,"B6",12510,NA
"2769",2009,11,"BNQ",5,NA
"2770",2009,11,"CO",36152,NA
"2771",2009,11,"CP",884,NA
"2772",2009,11,"CS",1210,NA
"2773",2009,11,"DL",53322,NA
"2774",2009,11,"ER",600,NA
"2775",2009,11,"EV",3665,NA
"2776",2009,11,"EZ",470,NA
"2777",2009,11,"F9",4848,NA
"2778",2009,11,"FCQ",77,NA
"2779",2009,11,"FL",8124,NA
"2780",2009,11,"FX",140103,NA
"2781",2009,11,"G4",1769,NA
"2782",2009,11,"G7",560,NA
"2783",2009,11,"GFQ",64,NA
"2784",2009,11,"GL",414,NA
"2785",2009,11,"HA",3821,NA
"2786",2009,11,"JW",499,NA
"2787",2009,11,"KAQ",777,NA
"2788",2009,11,"KLQ",47,NA
"2789",2009,11,"L2",157,NA
"2790",2009,11,"L3",419,NA
"2791",2009,11,"M6",539,NA
"2792",2009,11,"MQ",9870,NA
"2793",2009,11,"MRQ",76,NA
"2794",2009,11,"NC",186,NA
"2795",2009,11,"NK",2076,NA
"2796",2009,11,"NW",27665,NA
"2797",2009,11,"OH",2651,NA
"2798",2009,11,"OO",9545,NA
"2799",2009,11,"OW",2039,NA
"2800",2009,11,"PFQ",43,NA
"2801",2009,11,"PO",316,NA
"2802",2009,11,"PRQ",50,NA
"2803",2009,11,"PT",221,NA
"2804",2009,11,"QX",3516,NA
"2805",2009,11,"RD",496,NA
"2806",2009,11,"S5",1286,NA
"2807",2009,11,"SI",30,NA
"2808",2009,11,"SLQ",120,NA
"2809",2009,11,"SY",757,NA
"2810",2009,11,"U5",373,NA
"2811",2009,11,"U7",238,NA
"2812",2009,11,"UA",46507,NA
"2813",2009,11,"US",32040,NA
"2814",2009,11,"VCQ",0,NA
"2815",2009,11,"VX",1485,NA
"2816",2009,11,"WE",520,NA
"2817",2009,11,"WI",73,NA
"2818",2009,11,"WN",35081,NA
"2819",2009,11,"WO",1445,NA
"2820",2009,11,"X9",997,NA
"2821",2009,11,"XE",5487,NA
"2822",2009,11,"XJ",2300,NA
"2823",2009,11,"XP",113,NA
"2824",2009,11,"YV",2619,NA
"2825",2009,11,"YX",3102,NA
"2826",2009,11,"ZW",2740,NA
"2827",2009,12,"09Q",112,NA
"2828",2009,12,"0WQ",158,NA
"2829",2009,12,"16",966,NA
"2830",2009,12,"3Z",283,NA
"2831",2009,12,"5X",5833,NA
"2832",2009,12,"5Y",1044,NA
"2833",2009,12,"8C",428,NA
"2834",2009,12,"9E",3851,NA
"2835",2009,12,"9L",1284,NA
"2836",2009,12,"AA",71450,NA
"2837",2009,12,"ABX",939,NA
"2838",2009,12,"AJQ",242,NA
"2839",2009,12,"AMQ",28,NA
"2840",2009,12,"KH",315,NA
"2841",2009,12,"AS",9910,NA
"2842",2009,12,"B6",12532,NA
"2843",2009,12,"BNQ",5,NA
"2844",2009,12,"CO",36132,NA
"2845",2009,12,"CP",888,NA
"2846",2009,12,"CS",1207,NA
"2847",2009,12,"DL",53285,NA
"2848",2009,12,"ER",600,NA
"2849",2009,12,"EV",3686,NA
"2850",2009,12,"EZ",476,NA
"2851",2009,12,"F9",5722,NA
"2852",2009,12,"FCQ",77,NA
"2853",2009,12,"FL",8169,NA
"2854",2009,12,"FX",139737,NA
"2855",2009,12,"G4",1791,NA
"2856",2009,12,"G7",560,NA
"2857",2009,12,"GFQ",65,NA
"2858",2009,12,"GL",417,NA
"2859",2009,12,"HA",3844,NA
"2860",2009,12,"JW",493,NA
"2861",2009,12,"KAQ",781,NA
"2862",2009,12,"KLQ",58,NA
"2863",2009,12,"L3",415,NA
"2864",2009,12,"M6",542,NA
"2865",2009,12,"MQ",9818,NA
"2866",2009,12,"MRQ",85,NA
"2867",2009,12,"NC",186,NA
"2868",2009,12,"NK",2089,NA
"2869",2009,12,"NW",27537,NA
"2870",2009,12,"OH",2599,NA
"2871",2009,12,"OO",9593,NA
"2872",2009,12,"OW",2047,NA
"2873",2009,12,"PFQ",43,NA
"2874",2009,12,"PO",313,NA
"2875",2009,12,"PRQ",53,NA
"2876",2009,12,"PT",223,NA
"2877",2009,12,"QX",3508,NA
"2878",2009,12,"RD",502,NA
"2879",2009,12,"S5",1275,NA
"2880",2009,12,"SI",25,NA
"2881",2009,12,"SLQ",120,NA
"2882",2009,12,"SY",772,NA
"2883",2009,12,"U5",390,NA
"2884",2009,12,"U7",248,NA
"2885",2009,12,"UA",46538,NA
"2886",2009,12,"US",32021,NA
"2887",2009,12,"VCQ",0,NA
"2888",2009,12,"VX",1481,NA
"2889",2009,12,"WE",396,NA
"2890",2009,12,"WI",50,NA
"2891",2009,12,"WN",35042,NA
"2892",2009,12,"WO",1398,NA
"2893",2009,12,"X9",997,NA
"2894",2009,12,"XE",5464,NA
"2895",2009,12,"XJ",2246,NA
"2896",2009,12,"XP",120,NA
"2897",2009,12,"YV",2540,NA
"2898",2009,12,"YX",2908,NA
"2899",2009,12,"ZW",2737,NA
